Tratamiento,CERRADO,09/02/2024,11927842,MASSALIN PARTICULARES S.R.L.,33-50060698/9,53343,PI?EIRO Nº : 2996,JOSE C PAZ,CONTEMAN S.A.,30-56620737/7,52235,MANUEL SAVIO Nº : 1401,CARLOS SPEGAZZINI,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,160306,5220
Tratamiento,CERRADO,08/02/2024,11927843,ENERGEN SA,30-70816796/3,43546,GENOVA Nº : 1429 Piso: : -- Ruta: : -- Km:: --,DOCK SUD,TI SE SERVICIOS S.R.L.,30-70896542/8,37268,LAVALLOL Nº : 1680,LANUS OESTE,DESLER S.A.,30-65595408/9,13408,STEPHENSON Nº : 3094,MALVINAS ARGENTINAS,Y8,1500
Tratamiento,CERRADO,08/03/2024,11927844,OXIDIAL S.R.L.,30-70781903/7,33033,ROSALES Nº : 8246,MAR DEL PLATA,MDP TRANSERVICE SRL,33-69002180/9,15584,AZOPARDO Nº : 10050,MAR DEL PLATA,QUALITA SERVICIOS AMBIENTALES S.A.,30-50931059/5,30168,CAMINO A CAPILLA DEL SEÑOR Nº : S/N Piso: : ---,CAMPANA,Y34,300
Tratamiento,CERRADO,09/02/2024,11927846,UNILEVER DE ARGENTINA SA,30-50109269/6,26920,CALLE 8 EN 9 Y 5 PARQUE INDUSTRIAL PILAR Nº : S/N Piso: : ---- Ruta: : RUTA 8   Km:: 60,PILAR,JUAN CARLOS PATRICIO S.A.,30-70843056/7,37367,SANTA FE Nº : 5978,VILLA ADELINA,EITTOR SOCIEDAD ANONIMA,30-69166482/8,8016,"CAMINO COSTA BRAVA Nº : KM 4,7 Ruta: : PANAMERICANA (N° 9) Km:: 95",ZARATE,190814,27050
Tratamiento,VALIDADO,09/02/2024,11927847,BANCO VOII SA,30-54674163/6,22038,SARMIENTO Nº : 336,CIUDAD AUTONOMA DE BUENOS AIRES,CHAMICAL COMPACTACION S.A.,33-69879610/9,21616,Ruta: : PROVINCIAL Nº 24 Km: : 30,TIGRE,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,170203,100
Tratamiento,CERRADO,09/02/2024,11927848,MERCEDES-BENZ ARGENTINA S.A.U.,30-50298736/0,18911,"RUTA NACIONAL N? 3 Nº : KM 43,5 Ruta: : RUTA NACIONAL N? 3 Km:: 43,5",VIRREY DEL PINO,CONTEMAN S.A.,30-56620737/7,52235,MANUEL SAVIO Nº : 1401,CARLOS SPEGAZZINI,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,160306,2520
Tratamiento,VALIDADO,14/02/2024,11927849,ALGABO S. A.,30-63376582/7,41187,ESTADOS UNIDOS Nº : 5183,TORTUGUITAS,TRANSPORTE EL ATLANTICO S.A.,30-71156982/7,40985,GUIDO SPANO Nº : 1867,VILLA LUZURIAGA,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,170201,1130
Tratamiento,CERRADO,08/02/2024,11927850,ENERGEN SA,30-70816796/3,43546,GENOVA Nº : 1429 Piso: : -- Ruta: : -- Km:: --,DOCK SUD,TI SE SERVICIOS S.R.L.,30-70896542/8,37268,LAVALLOL Nº : 1680,LANUS OESTE,NUEVA ENERGIA ARGENTINA S.A.,30-71051483/2,33881,S/ NOMBRE - A DESIGNAR Nº : 00000 Piso: : ---------- Ruta: : PANAMERICANA Km:: 56,PILAR,Y9,4000
Tratamiento,CERRADO,09/02/2024,11927851,SUN CHEMICAL INK. S.A.,30-62612760/2,19031,CALLE 95 (MONTEAGUDO) Nº : 1127/33,SAN MARTIN,BENITEZ LOGISTICA AMBIENTAL Y ENVASES S.A.,30-70846877/7,39906,VICTOR HUGO Nº : 348/58,AVELLANEDA,TRI ECO S.A.,30-67726291/1,3678,CNO. DE LA COSTA Y STO. PONCE Nº : S/N,DOCK SUD,Y12,2018
Tratamiento,CERRADO,08/02/2024,11927853,VICTORIO PODESTA & CIA. S.A.,30-53378967/2,48917,GENOVA Nº : 1429 Piso: : ------ Ruta: : --------- Km:: ------,DOCK SUD,TI SE SERVICIOS S.R.L.,30-70896542/8,37268,LAVALLOL Nº : 1680,LANUS OESTE,DESLER S.A.,30-65595408/9,13408,STEPHENSON Nº : 3094,MALVINAS ARGENTINAS,Y8,600
Tratamiento,CERRADO,09/02/2024,11927854,MERCEDES-BENZ ARGENTINA S.A.U.,30-50298736/0,18911,"RUTA NACIONAL N? 3 Nº : KM 43,5 Ruta: : RUTA NACIONAL N? 3 Km:: 43,5",VIRREY DEL PINO,CONTEMAN S.A.,30-56620737/7,52235,MANUEL SAVIO Nº : 1401,CARLOS SPEGAZZINI,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,160304,2800
Tratamiento,VALIDADO,09/02/2024,11927855,GALENO ARGENTINA SA,30-54605091/9,22059,VIRREY LINIERS Nº : 411,CIUDAD AUTONOMA DE BUENOS AIRES,CHAMICAL COMPACTACION S.A.,33-69879610/9,21616,Ruta: : PROVINCIAL Nº 24 Km: : 30,TIGRE,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,170203,100
Tratamiento,CERRADO,14/02/2024,11927856,"ALTAMIRANO FARDINI, SILVIO Y MARIA AMELI",30-70916698/7,36392,DERQUI Nº : 4158 Ruta: : DERQUI Km:: 4158,SAN JUSTO,TRANSPORTE EL ATLANTICO S.A.,30-71156982/7,40985,GUIDO SPANO Nº : 1867,VILLA LUZURIAGA,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,170203,150
Tratamiento,CERRADO,09/02/2024,11927859,MASSALIN PARTICULARES S.R.L.,33-50060698/9,33448,AV PRESIDENTE J D PERON Nº : 26950 Ruta: : 7 Km:: 33,MERLO,CONTEMAN S.A.,30-56620737/7,52235,MANUEL SAVIO Nº : 1401,CARLOS SPEGAZZINI,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,200201,1160
Tratamiento,CERRADO,09/02/2024,11927861,EMPRESA DE TRANSPORTE PERALTA RAMOS S. A.,30-54635452/7,23828,RAMON CARRILLO Nº : 1641,MAR DEL PLATA,MDP TRANSERVICE SRL,33-69002180/9,15584,AZOPARDO Nº : 10050,MAR DEL PLATA,MDP TRANSERVICE SRL,33-69002180/9,15584,AZOPARDO Nº : 10050,MAR DEL PLATA,Y8,250
Tratamiento,CERRADO,14/02/2024,11927862,DREAMCO S.A.,30-70826643/0,13414,EINSTEN Nº : S/N?,PARQUE INDUSTRIAL GARIN,BARRO SERVI SERVICIOS AMBIENTALES SRL,30-71431156/1,53099,PRINGLES Nº : 5023,LA TABLADA,P.T.O.   S.A.,30-69018462/8,38716,BARTOLOME DIAZ Y ENSENADA Nº : CUARTEL V,MORENO,190805,11400
Tratamiento,CERRADO,09/02/2024,11927863,MUNICIPALIDAD ITUZAINGO,30-68389631/0,125151,FRAGIO  Nº : 57,ITUZAINGO,PELCO S.A.,30-60606312/8,20964,SAAVEDRA Nº : 2875,EL TALAR,PELCO S.A.,30-60606312/8,20964,SAAVEDRA Nº : 2875,EL TALAR,Y1,4
Tratamiento,CERRADO,09/02/2024,11927864,TRANSPORTES 12 DE OCTUBRE S.R.L,30-54635445/4,36783,AV. CONSTITUCIÓN SECTOR I Nº : 10250,MAR DEL PLATA,MDP TRANSERVICE SRL,33-69002180/9,15584,AZOPARDO Nº : 10050,MAR DEL PLATA,MDP TRANSERVICE SRL,33-69002180/9,15584,AZOPARDO Nº : 10050,MAR DEL PLATA,Y8,80
Tratamiento,CERRADO,19/02/2024,11927865,KANSAS,30-69765269/4,55635,AV. DEL LIBERTADOR Nº : 15089,ACASSUSO,"SCOZZINO, RUBEN HORACIO",20-11286575/7,40213,MOYANO Nº : 3053,DEL VISO,P.T.O.   S.A.,30-69018462/8,38716,BARTOLOME DIAZ Y ENSENADA Nº : CUARTEL V,MORENO,190809,12000
Tratamiento,CERRADO,09/02/2024,11927866,DEL PLATA INGENIERIA S.A,30-69260696/1,61895,AV FORTUNATO DE LA PLAZA  Nº : 5374,MAR DEL PLATA,MDP TRANSERVICE SRL,33-69002180/9,15584,AZOPARDO Nº : 10050,MAR DEL PLATA,MDP TRANSERVICE SRL,33-69002180/9,15584,AZOPARDO Nº : 10050,MAR DEL PLATA,Y8,100
Tratamiento,CERRADO,09/02/2024,11927867,MUNICIPALIDAD ITUZAINGO,30-68389631/0,91206,PRINGLES Nº : 2810,ITUZAINGO,PELCO S.A.,30-60606312/8,20964,SAAVEDRA Nº : 2875,EL TALAR,PELCO S.A.,30-60606312/8,20964,SAAVEDRA Nº : 2875,EL TALAR,Y1,245
Tratamiento,CERRADO,15/02/2024,11927868,TCL  S.A.,30-70978757/4,29821,LAVARELLO Nº : 1182 Piso: : ---,SARANDI,TUTANKA S.A.,30-70786431/8,37429,G?EMES Nº : 1453,AVELLANEDA,TRI ECO S.A.,30-67726291/1,3678,CNO. DE LA COSTA Y STO. PONCE Nº : S/N,DOCK SUD,Y18,1000
Tratamiento,VALIDADO,16/02/2024,11927869,ALGABO S. A.,30-63376582/7,41187,ESTADOS UNIDOS Nº : 5183,TORTUGUITAS,TRANSPORTE EL ATLANTICO S.A.,30-71156982/7,40985,GUIDO SPANO Nº : 1867,VILLA LUZURIAGA,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,170202,2000
Tratamiento,CERRADO,09/02/2024,11927870,EMPRESA 501 S.A.,30-68586179/4,23097,AV. HIPOLITO YRIGOYEN Nº : 19192 Piso: : --- Ruta: : --- Km:: ---,LONGCHAMPS,HOUSE AND TRUCK S.A.,30-71123997/5,37451,MARAÑÓN Nº : 840,BOSQUES,QUALITA SERVICIOS AMBIENTALES S.A.,30-50931059/5,30168,CAMINO A CAPILLA DEL SEÑOR Nº : S/N Piso: : ---,CAMPANA,Y9,2240
Tratamiento,CERRADO,09/02/2024,11927871,GOMERIAS NEUMEN S.A.,30-64007937/8,131815,INDEPENDENCIA  Nº : 2689,MAR DEL PLATA,MDP TRANSERVICE SRL,33-69002180/9,15584,AZOPARDO Nº : 10050,MAR DEL PLATA,MDP TRANSERVICE SRL,33-69002180/9,15584,AZOPARDO Nº : 10050,MAR DEL PLATA,Y8,72
Tratamiento,CERRADO,07/03/2024,11927872,PACUCA  BIOENERGIA  S.A.,30-71591226/7,84848,"S/N Nº : S/N Ruta: : 205 Km:: 142,5",ROQUE PEREZ,TRANSPORTE Y LOGISTICA DNK S.R.L.,30-71627298/9,47010,LEONNIE MATHIS Nº : 2164,ITUZAINGO,DESLER S.A.,30-65595408/9,13408,STEPHENSON Nº : 3094,MALVINAS ARGENTINAS,Y8,500
