Tratamiento,CERRADO,26/04/2024,12113842,IARAI SA,30-70874448/0,20677,ZEBALLOS Nº : 838,AVELLANEDA,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,9
Tratamiento,CERRADO,26/04/2024,12113843,PHARMADN S.R.L,30-71072656/2,74105,JOSE ZABALA Nº : 1040,GARIN,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,100
Tratamiento,CERRADO,26/04/2024,12113844,CEREHA S.A.,30-62151933/2,11357,CASAZZA                                       Nº : 47,SARANDI,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,140
Tratamiento,CERRADO,26/04/2024,12113845,FUNDACION PREVENTAE,30-65970867/8,27003,AV.SAN MARTIN Nº : 2142,FLORIDA,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,76
Tratamiento,CERRADO,26/04/2024,12113846,HOSPITAL MARIANO MORENO,30-70764277/3,13271,URUGUAY                                       Nº : 146,MORENO,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,320
Tratamiento,CERRADO,26/04/2024,12113847,ASOC.MUTUAL TRANSPORTE AUTOMOT,30-52317976/0,10361,SANTA JUANA DE ARCO  Nº : 3545,CIUDADELA,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,130
Tratamiento,CERRADO,26/04/2024,12113848,RECORRIENDO S.R.L.,30-70936985/3,13904,ACASSUSO Nº : 985,OLIVOS,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,45
Tratamiento,CERRADO,26/04/2024,12113849,MARIAZELL S.R.L. -SAN MARTIN-,30-59353315/4,113492,CARLOS CALVO Nº : 2551,MUNRO,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,30
Tratamiento,CERRADO,26/04/2024,12113850,RECORRIENDO S.R.L.,30-70936985/3,27962,AV.FLEMING Nº : 2539,MARTINEZ,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,45
Tratamiento,CERRADO,26/04/2024,12113851,INST.MEDICO DE OJOS SA,30-68749000/9,12488,MARENGO Nº : 4464,VILLA BALLESTER,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,34
Tratamiento,CERRADO,26/04/2024,12113854,OSTEON S.A.,30-62829148/5,11418,MARENGO Nº : 3908,VILLA BALLESTER,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,210
Tratamiento,CERRADO,26/04/2024,12113855,MARIA PATRICIA ALONSO,27-20329571/0,59609,CATAMARCA Nº : 3050,SAN ISIDRO,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,15
Tratamiento,CERRADO,26/04/2024,12113856,ENRIQUE MARTIN ROSSI S.A.,30-58809246/8,56619,DARDO ROCHA Nº : 3034,SAN ISIDRO,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,35
Tratamiento,CERRADO,26/04/2024,12113857,IARAI SA,30-70874448/0,20675,LAPRIDA Nº : 4115,VILLA MARTELLI,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,9
Tratamiento,CERRADO,26/04/2024,12113858,MONCOS S.A,30-71768138/6,112464,GENERAL LAVALLE Nº : 1439,SAN FERNANDO,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,440
Tratamiento,CERRADO,26/04/2024,12113859,INST.DE TRATAMIENTO ENDOLUMINA,30-70564332/2,13024,TERRADA Nº : 550,CIUDAD AUTONOMA DE BUENOS AIRES,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,10
Tratamiento,CERRADO,26/04/2024,12113860,ONCOMED RENO S.A.,30-68643722/8,12445,AGUERO  Nº : 1248,CIUDAD AUTONOMA DE BUENOS AIRES,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,10
Tratamiento,CERRADO,26/04/2024,12113861,PATOLOGIAS ESPECIALES S.A.,30-65240834/2,11717,PARAGUAY                                      Nº : 2935,CIUDAD AUTONOMA DE BUENOS AIRES,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,1
Tratamiento,CERRADO,26/04/2024,12113862,ICIME S.A,30-71186203/6,21901,CARABOBO Nº : 1125,CIUDAD AUTONOMA DE BUENOS AIRES,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,15
