Tratamiento,CERRADO,14/02/2024,11930995,BRISTOL PARK S.A. - LANUS,30-70707621/2,17751,CONSTITUYENTES Nº : 1025,MORON,MEDAM B.A. S.R.L,30-70508192/8,41104,BLANCO ENCALADA Nº : 3040,LANUS ESTE,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,13
Tratamiento,CERRADO,13/02/2024,11930996,SILVER CROSS AMERICA INC. S.A.,30-66343419/1,21143,CABRERA Nº : 3952,CIUDAD AUTONOMA DE BUENOS AIRES,SOMA SA,30-61608997/4,15024,AUSTRIA Nº : 1137,TRONCOS DEL TALAR,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,896
Tratamiento,CERRADO,13/02/2024,11930997,CEMIC - CENTRO MEDICO R BARON,30-54612840/3,31280,AVDA. CORONEL DIAZ Nº : 2423,CIUDAD AUTONOMA DE BUENOS AIRES,SOMA SA,30-61608997/4,15024,AUSTRIA Nº : 1137,TRONCOS DEL TALAR,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,128
Tratamiento,CERRADO,13/02/2024,11930998,FUND. INST. QUIRURGICO DEL CALLAO,30-70804992/8,21142,AV. CALLAO Nº : 499,CIUDAD AUTONOMA DE BUENOS AIRES,SOMA SA,30-61608997/4,15024,AUSTRIA Nº : 1137,TRONCOS DEL TALAR,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,19
Tratamiento,VALIDADO,09/02/2024,11930999,RECICLADO ARGENTINO  DE PET S.R.L.,30-71440624/4,54135,"Ruta: : 5 Km:: 88,700",MERCEDES,"PICOLET, LORENA PAOLA",27-23369809/7,37532,MAESTRO ARGENTINO Nº : 674,LUJAN,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,160306,4940
Tratamiento,CERRADO,14/02/2024,11931000,ABBOTT LABORATORIES ARGENTINA,30-50084630/1,13687,"AV. VALENTIN VERGARA Nº : 7989 Ruta: :  PCIAL N? 36 ? NAC N? 2 Km:: 33,34",INGENIERO ALLAN,VOLQUETES Y TRANSPORTES MARINO S.A.,30-65480863/1,37227,QUIRNO Nº : 240,CIUDAD AUTONOMA DE BUENOS AIRES,DESLER S.A.,30-65595408/9,13408,STEPHENSON Nº : 3094,MALVINAS ARGENTINAS,191201,940
Tratamiento,CERRADO,10/02/2024,11931002,DESTILERIA ARGENTINA DE PETROLEO S.A.,30-55025533/9,17742,SARGENTO PONCE Nº : S/N Piso: : ----------,DOCK SUD,VOLQUETES Y TRANSPORTES MARINO S.A.,30-65480863/1,37227,QUIRNO Nº : 240,CIUDAD AUTONOMA DE BUENOS AIRES,SGA ENVIRONMENTAL S.A.,30-67888931/4,7178,EL RECADO Nº : S/N,MARCOS PAZ,Y8,840
Tratamiento,CERRADO,14/02/2024,11931003,CONSORCIO DE GESTION DEL PUERTO DE DOCK SUD,30-71638405/1,22025,ING HUERGO  Nº : 1539,DOCK SUD,AMBIENTAL CAMPANA S.A.,30-70895015/3,31291,CAMINO DE LA COSTA BRAVA Nº : S/N,ZARATE,AMBIENTAL CAMPANA S.A.,30-70895015/3,31291,CAMINO DE LA COSTA BRAVA Nº : S/N,ZARATE,Y9,2500
Tratamiento,CERRADO,12/02/2024,11931004,JBS LEATHER ARGENTINA S.A.,30-62405443/8,7583,-------- Nº : -------- Ruta: : RUTA N?11 Km:: 58,MAGDALENA,CHAMICAL COMPACTACION S.A.,33-69879610/9,21616,Ruta: : PROVINCIAL Nº 24 Km: : 30,TIGRE,QUALITA SERVICIOS AMBIENTALES S.A.,30-50931059/5,30168,CAMINO A CAPILLA DEL SEÑOR Nº : S/N Piso: : ---,CAMPANA,040107,10070
Tratamiento,CERRADO,15/02/2024,11931006,PRODUCTORA QUIMICA LLANA Y CIA S.A.,30-58041998/0,19888,INTENDENTE NEYER Nº : 924 Piso: : ----------,BECCAR,DIYATAM S.R.L.,30-70947152/6,14248,BOLIVIA Nº : 1270,BENAVIDEZ,DIYATAM S.R.L.,30-70947152/6,14248,BOLIVIA Nº : 1270,BENAVIDEZ,Y12,7
Tratamiento,CERRADO,14/02/2024,11931007,CHIARAMONI MATIAS ALEJANDRO,20-37962734/0,21616,AV. MOSCONI Nº : 1739,LOMAS DEL MIRADOR,SOLUCIONES AMBIENTALES S.A.,30-70898220/9,37379,Ruta: : 11 Km: : 213,GUALEGUAYCHU,EITTOR SOCIEDAD ANONIMA,30-69166482/8,8016,"CAMINO COSTA BRAVA Nº : KM 4,7 Ruta: : PANAMERICANA (N° 9) Km:: 95",ZARATE,Y8,200
